snapshot_collected_at_utc,nmId,vendorCode,techSize,barcode,warehouseName,quantity,inWayToClient,inWayFromClient
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,S,2051139387720,Электросталь,0,0,0
2026-06-27T09:14:22.649250+00:00,36168914,sarafanschoolsarafanschool,122,2005253996016,Казань,1,1,0
2026-06-27T09:14:22.649250+00:00,182674292,Pants52,XXL,2038797035101,Тула,2,0,0
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,M,2043177808718,Истра,0,0,1
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,L,2043177808725,Истра,0,0,1
2026-06-27T09:14:22.649250+00:00,359686661,Dressblack,S,2043193437978,СК Ереван,1,0,0
2026-06-27T09:14:22.649250+00:00,367953586,Poloblue,M,2043320637530,Коледино,2,0,0
2026-06-27T09:14:22.649250+00:00,367953586,Poloblue,M,2043320637530,Электросталь,2,0,0
2026-06-27T09:14:22.649250+00:00,359686661,Dressblack,XS,2043887436669,Владимир,1,0,0
2026-06-27T09:14:22.649250+00:00,419352159,Rusha,M,2044026229906,Рязань (Тюшевское),4,0,0
2026-06-27T09:14:22.649250+00:00,419352159,Rusha,M,2044026229906,Электросталь,1,0,0
2026-06-27T09:14:22.649250+00:00,419352159,Rusha,S,2044026229890,Электросталь,1,0,0
2026-06-27T09:14:22.649250+00:00,419352159,Rusha,XXL,2044026229937,Электросталь,3,0,0
2026-06-27T09:14:22.649250+00:00,419352159,Rusha,L,2044026229913,Тула,2,0,0
2026-06-27T09:14:22.649250+00:00,419352159,Rusha,S,2044026229890,Тула,4,0,0
2026-06-27T09:14:22.649250+00:00,612434640,Milanablack,M,2047246194580,Екатеринбург - Перспективная 14,4,0,0
2026-06-27T09:14:22.649250+00:00,612434640,Milanablack,M,2047246194580,Владимир,2,0,0
2026-06-27T09:14:22.649250+00:00,612434640,Milanablack,M,2047246194580,Сарапул,1,0,0
2026-06-27T09:14:22.649250+00:00,612434640,Milanablack,L,2047246194573,Калининград,1,0,0
2026-06-27T09:14:22.649250+00:00,612434640,Milanablack,M,2047246194580,Тула,2,0,0
2026-06-27T09:14:22.649250+00:00,612434640,Milanablack,S,2047246194597,Электросталь,1,0,0
2026-06-27T09:14:22.649250+00:00,612434640,Milanablack,S,2047246194597,Краснодар,2,0,0
2026-06-27T09:14:22.649250+00:00,612434640,Milanablack,M,2047246194580,Электросталь,1,0,0
2026-06-27T09:14:22.649250+00:00,612434640,Milanablack,L,2047246194573,Владимир,2,0,0
2026-06-27T09:14:22.649250+00:00,359686661,Dressblack,XS,2043887436669,Остальные склады,0,5,3
2026-06-27T09:14:22.649250+00:00,359686661,Dressblack,XS,2043887436669,Вёшки,0,0,1
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,M,2051139387713,Белая дача,0,0,0
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,M,2051139387713,Электросталь,1,0,0
2026-06-27T09:14:22.649250+00:00,384578439,Dressbraun,S,2043547518612,Самара (Новосемейкино),4,1,0
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,XS,2044131296640,Электросталь,0,1,0
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,XS,2044131296640,СЦ Софьино,0,0,1
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,M,2043177808718,СПБ Шушары,0,0,1
2026-06-27T09:14:22.649250+00:00,359686661,Dressblack,M,2043193437961,Волгоград,0,2,0
2026-06-27T09:14:22.649250+00:00,90726355,blueblack,146,2036686401341,Казань,1,1,0
2026-06-27T09:14:22.649250+00:00,90726355,blueblack,122,2036686401303,Казань,1,1,0
2026-06-27T09:14:22.649250+00:00,90726355,blueblack,152,2036686401358,Казань,1,1,0
2026-06-27T09:14:22.649250+00:00,90726355,blueblack,140,2036686401334,Казань,4,1,0
2026-06-27T09:14:22.649250+00:00,314335767,Gold,хл,2042535684711,Тула,0,1,0
2026-06-27T09:14:22.649250+00:00,314335767,Gold,хл,2042535684711,Екатеринбург - Перспективная 14,0,0,0
2026-06-27T09:14:22.649250+00:00,359686661,Dressblack,M,2043193437961,Электросталь,1,1,0
2026-06-27T09:14:22.649250+00:00,359686661,Dressblack,M,2043193437961,Пушкино,0,0,0
2026-06-27T09:14:22.649250+00:00,217913160,Amazebra,L,2039672779219,Владимир,0,0,0
2026-06-27T09:14:22.649250+00:00,217913160,Amazebra,L,2039672779219,Казань,3,3,0
2026-06-27T09:14:22.649250+00:00,217913160,Amazebra,L,2039672779219,Белая дача,0,1,0
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,S,2043177808701,СЦ Иркутск,0,0,1
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,S,2043177808701,Екатеринбург - Перспективная 14,1,0,0
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,S,2043177808701,Самара (Новосемейкино),0,1,0
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,S,2043177808701,СЦ Шушары,0,1,0
2026-06-27T09:14:22.649250+00:00,359686661,Dressblack,L,2043193437954,Остальные склады,0,6,2
2026-06-27T09:14:22.649250+00:00,359686661,Dressblack,L,2043193437954,СЦ Барнаул,0,0,0
2026-06-27T09:14:22.649250+00:00,359686661,Dressblack,L,2043193437954,Электросталь,1,0,0
2026-06-27T09:14:22.649250+00:00,359686661,Dressblack,L,2043193437954,Пушкино,0,0,0
2026-06-27T09:14:22.649250+00:00,384578439,Dressbraun,S,2043547518612,Нижний Тагил Восточное,0,0,1
2026-06-27T09:14:22.649250+00:00,384578439,Dressbraun,S,2043547518612,Владимир,3,1,0
2026-06-27T09:14:22.649250+00:00,384578439,Dressbraun,S,2043547518612,Коледино,2,0,0
2026-06-27T09:14:22.649250+00:00,384578439,Dressbraun,S,2043547518612,Остальные склады,0,10,4
2026-06-27T09:14:22.649250+00:00,384578439,Dressbraun,M,2043547518605,Самара (Новосемейкино),3,5,0
2026-06-27T09:14:22.649250+00:00,314335767,Gold,л,2042535684704,СПБ Шушары,2,0,0
2026-06-27T09:14:22.649250+00:00,314335767,Gold,л,2042535684704,Коледино,3,1,0
2026-06-27T09:14:22.649250+00:00,314335767,Gold,л,2042535684704,СЦ Шушары,0,1,0
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,L,2043177808725,Волгоград,2,0,0
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,L,2043177808725,Остальные склады,0,19,10
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,L,2043177808725,Электросталь,3,1,0
2026-06-27T09:14:22.649250+00:00,359686661,Dressblack,XS,2043887436669,Электросталь,0,1,0
2026-06-27T09:14:22.649250+00:00,384578439,Dressbraun,XS,2044131266407,Пенза,0,0,0
2026-06-27T09:14:22.649250+00:00,384578439,Dressbraun,XS,2044131266407,Коледино,1,0,0
2026-06-27T09:14:22.649250+00:00,384578439,Dressbraun,XS,2044131266407,Остальные склады,0,2,2
2026-06-27T09:14:22.649250+00:00,449795236,Suitblue,134,2044537443860,Владимир,0,0,0
2026-06-27T09:14:22.649250+00:00,449795236,Suitblue,134,2044537443860,Остальные склады,0,1,0
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,M,2043177808718,СЦ Чита 2,0,0,0
2026-06-27T09:14:22.649250+00:00,540151286,jacket,M,2046237584898,Сарапул,1,0,0
2026-06-27T09:14:22.649250+00:00,540151286,jacket,M,2046237584898,Остальные склады,0,3,3
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,XS,2051139387737,Коледино,1,0,0
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,XS,2051139387737,СЦ Гродно,0,0,0
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,L,2051139387706,Сургут,0,0,1
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,XS,2051139387737,Остальные склады,0,1,0
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,XS,2051139387737,Котовск,1,0,0
2026-06-27T09:14:22.649250+00:00,217913160,Amazebra,L,2039672779219,СЦ Хабаровск,0,0,0
2026-06-27T09:14:22.649250+00:00,217913160,Amazebra,L,2039672779219,Самара (Новосемейкино),3,0,0
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,M,2051139387713,СЦ Омск,0,0,0
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,XS,2044131296640,Остальные склады,0,11,7
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,XS,2044131296640,СПБ Шушары,1,0,0
2026-06-27T09:14:22.649250+00:00,384578439,Dressbraun,L,2043547518599,Остальные склады,0,6,3
2026-06-27T09:14:22.649250+00:00,384578439,Dressbraun,L,2043547518599,СЦ Пятигорск,0,0,0
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,S,2051139387720,Самара (Новосемейкино),1,0,0
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,M,2051139387713,Остальные склады,0,9,2
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,M,2051139387713,Краснодар,0,0,0
2026-06-27T09:14:22.649250+00:00,540151286,jacket,XS,2046237560540,Рязань (Тюшевское),0,0,0
2026-06-27T09:14:22.649250+00:00,235296506,Polina,л,2040242468457,Самара (Новосемейкино),0,0,0
2026-06-27T09:14:22.649250+00:00,235296506,Polina,л,2040242468457,Крыловская,0,1,0
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,L,2051139387706,Невинномысск,1,0,0
2026-06-27T09:14:22.649250+00:00,214378880,Bluejeans,L,2039599361474,Пенза,0,0,0
2026-06-27T09:14:22.649250+00:00,214378880,Bluejeans,L,2039599361474,СПБ Шушары,0,0,0
2026-06-27T09:14:22.649250+00:00,214378880,Bluejeans,L,2039599361474,Остальные склады,0,3,0
2026-06-27T09:14:22.649250+00:00,384578439,Dressbraun,S,2043547518612,СЦ Хабаровск,0,0,0
2026-06-27T09:14:22.649250+00:00,384578439,Dressbraun,S,2043547518612,Сарапул,1,0,0
2026-06-27T09:14:22.649250+00:00,359710654,Dressgrey,XS,2044431232577,Остальные склады,0,1,0
2026-06-27T09:14:22.649250+00:00,359710654,Dressgrey,XS,2044431232577,Сургут,0,0,0
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,L,2051139387706,Остальные склады,0,9,4
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,L,2051139387706,СЦ Тюмень,0,0,0
2026-06-27T09:14:22.649250+00:00,314335767,Gold,хл,2042535684711,Остальные склады,0,9,2
2026-06-27T09:14:22.649250+00:00,314335767,Gold,хл,2042535684711,СЦ Шушары,0,0,0
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,S,2043177808701,СЦ Ижевск,0,0,0
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,S,2043177808701,Остальные склады,0,15,8
2026-06-27T09:14:22.649250+00:00,449795236,Suitblue,128,2044537443853,СПБ Шушары,0,1,0
2026-06-27T09:14:22.649250+00:00,357265722,Dressbordo,M,2043177808718,СЦ Смоленск 3,0,0,1
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,S,2051139387720,Остальные склады,0,4,5
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,S,2051139387720,Краснодар,0,0,0
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,XS,2051139387737,Краснодар,0,0,0
2026-06-27T09:14:22.649250+00:00,1017464481,Dressgepur,XS,2051139387737,Астана Карагандинское шоссе,0,1,0
