snapshot_collected_at_utc,nmId,vendorCode,techSize,barcode,warehouseName,quantity,inWayToClient,inWayFromClient
2026-06-21T16:58:04.250129+00:00,214385138,Bluejeans2,L,2039599440551,Котовск,0,0,0
2026-06-21T16:58:04.250129+00:00,359686661,Dressblack,L,2043193437954,Краснодар,1,0,0
2026-06-21T16:58:04.250129+00:00,357265722,Dressbordo,XS,2044131296640,Екатеринбург - Перспективная 14,0,1,0
2026-06-21T16:58:04.250129+00:00,90726355,blueblack,152,2036686401358,Остальные склады,0,0,0
2026-06-21T16:58:04.250129+00:00,90726355,blueblack,152,2036686401358,Казань,2,0,0
2026-06-21T16:58:04.250129+00:00,217913160,Amazebra,L,2039672779219,Казань,4,0,0
2026-06-21T16:58:04.250129+00:00,182674292,Pants52,XL,2038797035095,Казань,1,0,0
2026-06-21T16:58:04.250129+00:00,147878594,Ornellablue,XXXL,2037503690962,Невинномысск,1,0,0
2026-06-21T16:58:04.250129+00:00,214385138,Bluejeans2,L,2039599440551,Артём,0,0,1
2026-06-21T16:58:04.250129+00:00,235818031,Polinablue,хл,2040261485763,Воронеж,1,0,0
2026-06-21T16:58:04.250129+00:00,314335767,Gold,хл,2042535684711,Краснодар,1,0,0
2026-06-21T16:58:04.250129+00:00,314335767,Gold,ХХЛ,2042535684728,Самара (Новосемейкино),2,0,0
2026-06-21T16:58:04.250129+00:00,314335767,Gold,ХХЛ,2042535684728,СЦ Челябинск 2,0,0,0
2026-06-21T16:58:04.250129+00:00,357265722,Dressbordo,L,2043177808725,СПБ Шушары,1,1,0
2026-06-21T16:58:04.250129+00:00,357265722,Dressbordo,L,2043177808725,СЦ Иркутск,0,0,0
2026-06-21T16:58:04.250129+00:00,357265722,Dressbordo,L,2043177808725,СЦ Ярославль Громова,0,0,1
2026-06-21T16:58:04.250129+00:00,359686661,Dressblack,S,2043193437978,Пенза,0,1,0
2026-06-21T16:58:04.250129+00:00,359686661,Dressblack,S,2043193437978,Казань,1,0,0
2026-06-21T16:58:04.250129+00:00,359686661,Dressblack,M,2043193437961,Владимир,0,1,0
2026-06-21T16:58:04.250129+00:00,359686661,Dressblack,M,2043193437961,Электросталь,0,0,0
2026-06-21T16:58:04.250129+00:00,359686661,Dressblack,S,2043193437978,Рязань (Тюшевское),0,1,0
2026-06-21T16:58:04.250129+00:00,357265722,Dressbordo,S,2043177808701,Белая дача,0,0,0
2026-06-21T16:58:04.250129+00:00,357265722,Dressbordo,S,2043177808701,Самара (Новосемейкино),0,1,0
2026-06-21T16:58:04.250129+00:00,357265722,Dressbordo,S,2043177808701,Котовск,0,1,0
2026-06-21T16:58:04.250129+00:00,357265722,Dressbordo,S,2043177808701,Владимир,0,0,0
2026-06-21T16:58:04.250129+00:00,384578439,Dressbraun,S,2043547518612,Электросталь,0,0,0
2026-06-21T16:58:04.250129+00:00,384578439,Dressbraun,S,2043547518612,СЦ Архангельск,0,0,1
2026-06-21T16:58:04.250129+00:00,419352159,Rusha,L,2044026229913,Артём,0,0,0
