snapshot_collected_at_utc,nmId,vendorCode,techSize,barcode,warehouseName,quantity,inWayToClient,inWayFromClient
2026-07-01T19:14:07.252286+00:00,235818031,Polinablue,2ХЛ,2040261485725,Рязань (Тюшевское),1,1,0
2026-07-01T19:14:07.252286+00:00,219262228,Coat,134,2039709791672,СЦ Абакан 2,0,1,0
2026-07-01T19:14:07.252286+00:00,384578439,Dressbraun,M,2043547518605,СЦ Челябинск 2,0,0,1
2026-07-01T19:14:07.252286+00:00,384578439,Dressbraun,XS,2044131266407,Екатеринбург - Перспективная 14,0,0,0
2026-07-01T19:14:07.252286+00:00,357265722,Dressbordo,S,2043177808701,Самара (Новосемейкино),0,0,0
2026-07-01T19:14:07.252286+00:00,147140620,Velvet,XL,2037484182272,Остальные склады,0,1,0
2026-07-01T19:14:07.252286+00:00,147140620,Velvet,XL,2037484182272,Обухово,0,0,0
2026-07-01T19:14:07.252286+00:00,384578439,Dressbraun,M,2043547518605,Тверь,0,0,0
2026-07-01T19:14:07.252286+00:00,235296506,Polina,2ХЛ,2040242468471,Остальные склады,0,1,1
2026-07-01T19:14:07.252286+00:00,235296506,Polina,2ХЛ,2040242468471,Краснодар,0,0,0
2026-07-01T19:14:07.252286+00:00,235296506,Polina,2ХЛ,2040242468471,Екатеринбург - Перспективная 14,1,0,0
2026-07-01T19:14:07.252286+00:00,242492939,Suitblack,134,2040613716767,Казань,1,0,0
2026-07-01T19:14:07.252286+00:00,242492939,Suitblack,134,2040613716767,Екатеринбург - Перспективная 14,1,0,0
2026-07-01T19:14:07.252286+00:00,242492939,Suitblack,134,2040613716767,Воронеж,0,0,0
2026-07-01T19:14:07.252286+00:00,148998901,NutaNight,XXXL,2037533148884,Невинномысск,0,0,0
2026-07-01T19:14:07.252286+00:00,217914003,Amaprint,L,2039672825541,Тула,0,0,0
2026-07-01T19:14:07.252286+00:00,214385138,Bluejeans2,L,2039599440551,СЦ Кемерово,0,0,0
2026-07-01T19:14:07.252286+00:00,214385138,Bluejeans2,L,2039599440551,Екатеринбург - Перспективная 14,1,0,0
2026-07-01T19:14:07.252286+00:00,214385138,Bluejeans2,L,2039599440551,Самара (Новосемейкино),0,0,0
2026-07-01T19:14:07.252286+00:00,449795236,Suitblue,140,2044537443877,Краснодар,3,0,0
2026-07-01T19:14:07.252286+00:00,141970468,Nuta,L,2037344669509,Невинномысск,0,0,0
2026-07-01T19:14:07.252286+00:00,138556432,Ornella,XXXL,2037247885020,Котовск,0,1,0
2026-07-01T19:14:07.252286+00:00,359686661,Dressblack,XS,2043887436669,СЦ Омск,0,0,0
2026-07-01T19:14:07.252286+00:00,359686661,Dressblack,XS,2043887436669,Невинномысск,1,0,0
2026-07-01T19:14:07.252286+00:00,359686661,Dressblack,XS,2043887436669,Екатеринбург - Перспективная 14,1,0,0
2026-07-01T19:14:07.252286+00:00,217913160,Amazebra,L,2039672779219,СЦ Новокузнецк,0,1,0
2026-07-01T19:14:07.252286+00:00,217913160,Amazebra,L,2039672779219,Екатеринбург - Перспективная 14,0,0,0
2026-07-01T19:14:07.252286+00:00,384578439,Dressbraun,L,2043547518599,Электросталь,1,0,0
2026-07-01T19:14:07.252286+00:00,384578439,Dressbraun,L,2043547518599,Котовск,2,0,0
