snapshot_collected_at_utc,nmId,vendorCode,techSize,barcode,warehouseName,quantity,inWayToClient,inWayFromClient
2026-07-06T20:58:29.861870+00:00,314335767,Gold,хл,2042535684711,Сарапул,0,0,0
2026-07-06T20:58:29.861870+00:00,459228187,Amanew,XL,2044712208857,Екатеринбург - Перспективная 14,0,0,0
2026-07-06T20:58:29.861870+00:00,235818031,Polinablue,3ХЛ,2040261485732,Волгоград,0,1,0
2026-07-06T20:58:29.861870+00:00,314335767,Gold,хл,2042535684711,Коледино,0,0,0
2026-07-06T20:58:29.861870+00:00,540151286,jacket,S,2046237584133,Электросталь,0,0,0
2026-07-06T20:58:29.861870+00:00,384578439,Dressbraun,XS,2044131266407,Артём,0,0,0
2026-07-06T20:58:29.861870+00:00,36168913,sarafanschoolblue,128,2005345514012,Невинномысск,1,0,0
2026-07-06T20:58:29.861870+00:00,357265722,Dressbordo,L,2043177808725,Волгоград,0,0,0
2026-07-06T20:58:29.861870+00:00,357265722,Dressbordo,XS,2044131296640,Тула,0,1,0
2026-07-06T20:58:29.861870+00:00,1017464481,Dressgepur,S,2051139387720,Воронеж,0,1,0
2026-07-06T20:58:29.861870+00:00,314335767,Gold,л,2042535684704,Екатеринбург - Перспективная 14,1,0,0
2026-07-06T20:58:29.861870+00:00,314335767,Gold,л,2042535684704,СЦ Чита 2,0,1,0
2026-07-06T20:58:29.861870+00:00,314335767,Gold,ХХЛ,2042535684728,СЦ Кемерово,0,0,0
2026-07-06T20:58:29.861870+00:00,83248318,pygovkablue,152,2029168705679,Остальные склады,0,2,0
2026-07-06T20:58:29.861870+00:00,83248318,pygovkablue,152,2029168705679,Краснодар,0,0,0
2026-07-06T20:58:29.861870+00:00,419352159,Rusha,XS,2044026034715,Остальные склады,0,0,0
2026-07-06T20:58:29.861870+00:00,419352159,Rusha,XS,2044026034715,Краснодар,2,0,0
2026-07-06T20:58:29.861870+00:00,217914003,Amaprint,L,2039672825541,Остальные склады,0,0,0
2026-07-06T20:58:29.861870+00:00,36168913,sarafanschoolblue,128,2005345514012,Остальные склады,0,1,0
2026-07-06T20:58:29.861870+00:00,168745949,Rubchikwhite,XL,2038151831004,Краснодар,0,1,0
2026-07-06T20:58:29.861870+00:00,314335767,Gold,л,2042535684704,Электросталь,2,0,0
2026-07-06T20:58:29.861870+00:00,384578439,Dressbraun,S,2043547518612,СЦ Внуково,0,0,1
2026-07-06T20:58:29.861870+00:00,419352159,Rusha,XXL,2044026229937,Тула,3,0,0
