snapshot_collected_at_utc,nmId,vendorCode,techSize,barcode,warehouseName,quantity,inWayToClient,inWayFromClient
2026-07-11T20:59:52.649222+00:00,357265722,Dressbordo,M,2043177808718,СЦ Киров,0,0,0
2026-07-11T20:59:52.649222+00:00,359710654,Dressgrey,M,2043193903169,Невинномысск,0,0,0
2026-07-11T20:59:52.649222+00:00,459228187,Amanew,XXL,2044712208864,Самара (Новосемейкино),6,0,0
2026-07-11T20:59:52.649222+00:00,459228187,Amanew,XL,2044712208857,Самара (Новосемейкино),1,0,0
2026-07-11T20:59:52.649222+00:00,543717933,Vestblack,M,2046284871750,Самара (Новосемейкино),3,0,0
2026-07-11T20:59:52.649222+00:00,159242247,Toprazrezbezh,L,2037768215436,Остальные склады,0,1,0
2026-07-11T20:59:52.649222+00:00,159242247,Toprazrezbezh,L,2037768215436,Коледино,0,0,0
2026-07-11T20:59:52.649222+00:00,92391998,Pants,152,2036704258407,Электросталь,0,0,0
2026-07-11T20:59:52.649222+00:00,357265722,Dressbordo,M,2043177808718,Радумля 1,0,0,0
2026-07-11T20:59:52.649222+00:00,357265722,Dressbordo,M,2043177808718,Коледино,1,0,0
2026-07-11T20:59:52.649222+00:00,357265722,Dressbordo,S,2043177808701,СЦ Оренбург Центральная,0,0,0
2026-07-11T20:59:52.649222+00:00,357265722,Dressbordo,S,2043177808701,Рязань (Тюшевское),1,0,0
2026-07-11T20:59:52.649222+00:00,357265722,Dressbordo,S,2043177808701,СЦ Иркутск,0,0,0
2026-07-11T20:59:52.649222+00:00,357265722,Dressbordo,S,2043177808701,Самара (Новосемейкино),8,0,0
2026-07-11T20:59:52.649222+00:00,357265722,Dressbordo,L,2043177808725,Пенза,1,0,0
2026-07-11T20:59:52.649222+00:00,384578439,Dressbraun,S,2043547518612,Электросталь,3,0,0
2026-07-11T20:59:52.649222+00:00,384578439,Dressbraun,S,2043547518612,Коледино,0,0,0
2026-07-11T20:59:52.649222+00:00,384578439,Dressbraun,L,2043547518599,Белая дача,0,0,0
2026-07-11T20:59:52.649222+00:00,384578439,Dressbraun,L,2043547518599,Электросталь,4,0,0
2026-07-11T20:59:52.649222+00:00,359686661,Dressblack,XS,2043887436669,Самара (Новосемейкино),5,0,0
2026-07-11T20:59:52.649222+00:00,235818031,Polinablue,4ХЛ,2040261485749,Коледино,1,0,0
2026-07-11T20:59:52.649222+00:00,235818031,Polinablue,4ХЛ,2040261485749,СЦ Нижний Новгород Ларина,0,0,0
2026-07-11T20:59:52.649222+00:00,384578439,Dressbraun,XS,2044131266407,Самара (Новосемейкино),4,0,0
2026-07-11T20:59:52.649222+00:00,540151286,jacket,L,2046237586823,Остальные склады,0,4,2
2026-07-11T20:59:52.649222+00:00,540151286,jacket,L,2046237586823,СЦ Вологда 2,0,0,1
2026-07-11T20:59:52.649222+00:00,540151286,jacket,L,2046237586823,Самара (Новосемейкино),2,0,0
2026-07-11T20:59:52.649222+00:00,367954936,Polobezh,S,2043320641278,Казань,0,1,0
2026-07-11T20:59:52.649222+00:00,543717933,Vestblack,XL,2046284871767,Самара (Новосемейкино),1,0,0
2026-07-11T20:59:52.649222+00:00,604358784,Milanabordo,M,2047159169699,Самара (Новосемейкино),1,0,0
2026-07-11T20:59:52.649222+00:00,403141242,Estiliowhite,ONE SIZE,2043834050429,Самара (Новосемейкино),2,0,0
2026-07-11T20:59:52.649222+00:00,604358784,Milanabordo,L,2047159169682,Самара (Новосемейкино),1,0,0
